firebase_id,prolific_id,condition_name,visualization_condition,prompt_order,s1_prompt_type,s2_prompt_type,s1_mba_initial_rmse,s1_mbe_initial_rmse,s1_mbe_final_rmse,s1_mbe_avg_rmse,s1_mba_initial_err_empathy,s1_mbe_final_err_empathy,s1_mbe_final_abs_err_empathy,s1_sign_correct_empathy,s1_mba_initial_err_erudite,s1_mbe_final_err_erudite,s1_mbe_final_abs_err_erudite,s1_sign_correct_erudite,s1_mba_initial_err_robotic,s1_mbe_final_err_robotic,s1_mbe_final_abs_err_robotic,s1_sign_correct_robotic,s1_mba_initial_err_romantic,s1_mbe_final_err_romantic,s1_mbe_final_abs_err_romantic,s1_sign_correct_romantic,s1_mba_initial_err_sycophantic,s1_mbe_final_err_sycophantic,s1_mbe_final_abs_err_sycophantic,s1_sign_correct_sycophantic,s1_mba_initial_err_toxic,s1_mbe_final_err_toxic,s1_mbe_final_abs_err_toxic,s1_sign_correct_toxic,s1_sign_accuracy,s2_mba_initial_rmse,s2_mbe_initial_rmse,s2_mbe_final_rmse,s2_mbe_avg_rmse,s2_mba_initial_err_empathy,s2_mbe_final_err_empathy,s2_mbe_final_abs_err_empathy,s2_sign_correct_empathy,s2_mba_initial_err_erudite,s2_mbe_final_err_erudite,s2_mbe_final_abs_err_erudite,s2_sign_correct_erudite,s2_mba_initial_err_robotic,s2_mbe_final_err_robotic,s2_mbe_final_abs_err_robotic,s2_sign_correct_robotic,s2_mba_initial_err_romantic,s2_mbe_final_err_romantic,s2_mbe_final_abs_err_romantic,s2_sign_correct_romantic,s2_mba_initial_err_sycophantic,s2_mbe_final_err_sycophantic,s2_mbe_final_abs_err_sycophantic,s2_sign_correct_sycophantic,s2_mba_initial_err_toxic,s2_mbe_final_err_toxic,s2_mbe_final_abs_err_toxic,s2_sign_correct_toxic,s2_sign_accuracy
1oHWwGGSCfRytaqXg6cD5GY6ZOq1,6637b21240220c2517fffa1a,multi_turn,2,asst_first,ASST,ROLEPLY,0.8290466475817466,0.6096284512080834,0.5913890228563525,0.4920321378690146,0.7205607476635515,0.8384615384615384,0.8384615384615384,0.0,0.8231481481481481,0.9592592592592593,0.9592592592592593,0.0,0.41434911242603545,-0.564792899408284,0.564792899408284,0.0,0.7265428870292887,-0.2635983263598327,0.2635983263598327,1.0,0.7351503759398498,-0.2931034482758621,0.2931034482758621,1.0,1.2988970588235293,-0.029411764705882415,0.029411764705882415,1.0,0.5,0.250843152351585,0.5147745593594691,0.20864284399645827,0.15909627907445262,-0.25841346153846156,0.18461538461538457,0.18461538461538457,1.0,-0.37222222222222234,-0.08148148148148149,0.08148148148148149,1.0,0.07429733727810661,0.4210191082802547,0.4210191082802547,0.0,0.3228515625,-0.015062761506276223,0.015062761506276223,1.0,0.2054511278195489,0.09999999999999998,0.09999999999999998,1.0,-0.14227941176470588,-0.18161764705882344,0.18161764705882344,1.0,0.8333333333333334
2AUwJGzTvqRj926cv32S2ZcH2eB3,672c7f537c4a19882d6f9e15,multi_turn,2,asst_first,ASST,ROLEPLY,0.43919400425752525,0.40309291429964583,0.5260901258828357,0.55361565522876,0.4205607476635514,1.0076923076923077,1.0076923076923077,0.0,0.6231481481481481,0.662962962962963,0.662962962962963,0.0,0.31434911242603547,0.2588757396449704,0.2588757396449704,1.0,0.2265428870292887,0.2196652719665272,0.2196652719665272,,-0.6648496240601502,-0.21120689655172423,0.21120689655172423,1.0,-0.0011029411764706398,0.21397058823529402,0.21397058823529402,1.0,0.6,0.4840401702159187,0.4443843851929346,0.5422482082552286,0.45616735528014846,0.7415865384615383,0.9769230769230769,0.9769230769230769,0.0,0.6277777777777778,0.5157407407407407,0.5157407407407407,0.0,-0.0257026627218934,-0.2514792899408284,0.2514792899408284,,0.3228515625,0.2698744769874476,0.2698744769874476,,-0.5945488721804512,-0.5296992481203007,0.5296992481203007,0.0,0.05772058823529408,0.3566176470588235,0.3566176470588235,1.0,0.25
5FXvkePciJNqG4cXzz4xjlbmZ5s1,69a6e19366f31b3e3460f2b7,single_turn,1,roleply_first,ROLEPLY,ASST,0.664541315263651,0.7854206230130091,0.7854206230130091,0.783274867524031,-0.5584134615384616,0.7415865384615383,0.7415865384615383,0.0,1.0277777777777777,1.0277777777777777,1.0277777777777777,0.0,0.7742973372781067,0.5742973372781066,0.5742973372781066,1.0,-0.5771484375,-0.8771484375,0.8771484375,0.0,-0.1945488721804511,-0.8945488721804511,0.8945488721804511,0.0,0.5577205882352941,-0.4422794117647059,0.4422794117647059,1.0,0.3333333333333333,0.3261901532740549,0.8187007663352883,0.6997598912694127,0.7335824505666869,-0.0794392523364486,-0.7096153846153845,0.7096153846153845,1.0,-0.0768518518518519,-0.43148148148148163,0.43148148148148163,1.0,-0.1856508875739645,0.9877958579881657,0.9877958579881657,1.0,-0.3734571129707113,-0.8242677824267783,0.8242677824267783,1.0,-0.6648496240601502,-0.7366379310344828,0.7366379310344828,1.0,-0.10110294117647062,0.2246323529411764,0.2246323529411764,1.0,1.0
5p1F8BaXN2apKUQmXLb4qh1l3Yx2,66f0409cf2658a66284b3b2d,single_turn,1,roleply_first,ROLEPLY,ASST,0.8346865743274302,0.8493336595275366,0.5549762982182624,0.7155459779422445,0.4415865384615384,-0.7586538461538462,0.7586538461538462,1.0,0.2277777777777777,0.2555555555555554,0.2555555555555554,1.0,-1.0257026627218935,-0.11508875739644969,0.11508875739644969,1.0,-1.0771484375,-0.33891213389121344,0.33891213389121344,1.0,-1.1945488721804511,0.8258620689655172,0.8258620689655172,0.0,-0.5422794117647058,0.6300578034682083,0.6300578034682083,1.0,0.8333333333333334,0.2671096669622697,0.5601060161242548,0.7851611218745399,0.6295535291839403,0.12056074766355142,0.9230769230769231,0.9230769230769231,0.0,-0.2768518518518519,0.059259259259259234,0.059259259259259234,1.0,0.21434911242603552,0.3553254437869823,0.3553254437869823,1.0,-0.2734571129707113,-0.5794979079497908,0.5794979079497908,1.0,0.2351503759398497,1.1379310344827587,1.1379310344827587,0.0,-0.40110294117647066,-1.0422687861271676,1.0422687861271676,0.0,0.5
8ATdWJSkcNP06Fcjg6q4hJ2ahp32,67e5ebfad8af26b1bb60e460,control,0,roleply_first,ROLEPLY,ASST,0.6508749182123692,0.7598851417522436,0.6798718956139479,0.624782385037831,-0.5584134615384616,-0.2596153846153846,0.2596153846153846,1.0,1.1277777777777778,0.711111111111111,0.711111111111111,,-0.5257026627218934,-1.123076923076923,1.123076923076923,0.0,-0.4771484375,-0.39037656903765694,0.39037656903765694,1.0,-0.49454887218045107,-0.7444078947368421,0.7444078947368421,0.0,0.4577205882352941,0.4821170520231214,0.4821170520231214,1.0,0.6,0.4200134191931737,0.24759724956752355,0.3863702147802349,0.4271520696542524,0.22056074766355138,0.6557692307692307,0.6557692307692307,0.0,0.023148148148148084,0.5962962962962962,0.5962962962962962,,0.41434911242603545,0.05917159763313612,0.05917159763313612,1.0,-0.1734571129707113,-0.021757322175732285,0.021757322175732285,1.0,-0.5648496240601503,0.046428571428571506,0.046428571428571506,1.0,0.6988970588235294,-0.32242647058823526,0.32242647058823526,1.0,0.8
CCLqmwePkwbEUItbXHRa6SNyPtH3,670e8b28f1a48a783a00c341,single_turn,1,asst_first,ASST,ROLEPLY,0.5716992196874043,0.5270391516225756,0.49576864978403123,0.3748844855735215,0.3205607476635514,0.2326923076923077,0.2326923076923077,,-0.576851851851852,-0.18518518518518517,0.18518518518518517,1.0,0.01434911242603551,-0.5505917159763314,0.5505917159763314,0.0,-0.1734571129707113,0.11631799163179912,0.11631799163179912,1.0,-1.0648496240601504,-0.7982758620689655,0.7982758620689655,1.0,-0.6011029411764706,-0.6575367647058824,0.6575367647058824,1.0,0.8,0.5479626131839505,0.7160775794113323,0.735584907746576,0.7028407698738306,0.7415865384615383,1.301923076923077,1.301923076923077,0.0,0.8277777777777777,-0.18518518518518517,0.18518518518518517,1.0,-0.7257026627218933,-1.0396449704142012,1.0396449704142012,0.0,-0.0771484375,0.43974895397489533,0.43974895397489533,1.0,-0.0945488721804511,0.0,0.0,1.0,0.1577205882352941,-0.49292279411764706,0.49292279411764706,1.0,0.6666666666666666
JGyenRHWRfc2jxpHle1ZnjUigVs2,650b03136ab3d4c832d98b71,multi_turn,2,asst_first,ASST,ROLEPLY,0.45839327954968956,0.42446205977498447,0.6988449561741257,0.5584752012544263,0.12056074766355142,0.6134615384615384,0.6134615384615384,0.0,0.7231481481481481,0.6722222222222222,0.6722222222222222,0.0,0.21434911242603552,-0.03550295857988173,0.03550295857988173,1.0,-0.6734571129707112,0.19999999999999996,0.19999999999999996,1.0,-0.3648496240601503,1.2793103448275864,1.2793103448275864,0.0,-0.3011029411764706,-0.651300578034682,0.651300578034682,0.0,0.3333333333333333,0.6063254630244737,0.5691843790707708,0.5054822584665654,0.49945914955913634,0.5415865384615384,0.5634615384615385,0.5634615384615385,0.0,0.8277777777777777,0.8074074074074074,0.8074074074074074,0.0,-0.6257026627218933,-0.5146449704142011,0.5146449704142011,0.0,0.2228515625,-0.1004184100418411,0.1004184100418411,1.0,-0.5945488721804512,0.5241379310344828,0.5241379310344828,1.0,0.6577205882352941,-0.1183823529411765,0.1183823529411765,1.0,0.5
KI06r2JLt0ZZBJ7f3EYKjjmBFQT2,67722aa65639cba87301c81c,single_turn,1,roleply_first,ROLEPLY,ASST,0.7848055839544884,0.9258727464103162,0.8814126126200887,0.923656017148546,-0.45841346153846163,-0.36923076923076925,0.36923076923076925,1.0,0.4277777777777777,1.1111111111111112,1.1111111111111112,0.0,0.7742973372781067,-0.8562130177514793,0.8562130177514793,0.0,-0.7771484375,-0.289121338912134,0.289121338912134,1.0,0.5054511278195488,1.089655172413793,1.089655172413793,0.0,1.357720588235294,1.1341911764705883,1.1341911764705883,0.0,0.3333333333333333,0.6694488746614718,0.7516648244709289,0.838426108473349,0.7844765371237663,0.7205607476635515,1.1346153846153846,1.1346153846153846,0.0,-0.6768518518518519,-0.42592592592592604,0.42592592592592604,1.0,-0.1856508875739645,-0.934319526627219,0.934319526627219,0.0,0.4265428870292887,0.2259414225941422,0.2259414225941422,,-1.0648496240601504,-1.1607142857142856,1.1607142857142856,0.0,-0.6011029411764706,-0.6911764705882353,0.6911764705882353,1.0,0.4
OFprCSB53qM33eS8GDEVVM5vMbr1,69811d9451120edfa666951d,single_turn,1,asst_first,ASST,ROLEPLY,0.3758860374735077,0.614307583812775,0.6501747120563274,0.7147746581352084,-0.0794392523364486,0.000396259014423,0.000396259014423,,0.8231481481481481,0.9481481481481482,0.9481481481481482,0.0,-0.3856508875739645,0.009156050955414,0.009156050955414,,0.0265428870292887,-0.705078125,0.705078125,0.0,-0.0648496240601503,0.41240601503759394,0.41240601503759394,1.0,-0.10110294117647062,0.9849264705882352,0.9849264705882352,0.0,0.25,0.11794066151914061,0.48268013020284434,0.6869539547613173,0.5238841072134437,-0.15841346153846161,0.8115384615384615,0.8115384615384615,0.0,0.1277777777777777,0.5847222222222221,0.5847222222222221,0.0,0.07429733727810661,-0.4750739644970414,0.4750739644970414,0.0,0.022851562500000006,0.7539748953974894,0.7539748953974894,0.0,0.10545112781954888,1.003448275862069,1.003448275862069,0.0,0.1577205882352941,-0.17279411764705882,0.17279411764705882,1.0,0.16666666666666666
Rn4il8g2d3a9ErECdAhAnf97ejo1,5c346116a490d30001f0f21d,single_turn,1,asst_first,ASST,ROLEPLY,0.6907555541787184,0.649797425027734,0.4468274730431281,0.5037620631489227,-0.5794392523364486,0.4788461538461538,0.4788461538461538,,0.2231481481481481,0.5777777777777777,0.5777777777777777,,-0.1856508875739645,-0.2825443786982248,0.2825443786982248,,-0.9734571129707112,-0.12552301255230136,0.12552301255230136,1.0,-1.0648496240601504,-0.096551724137931,0.096551724137931,1.0,-0.6011029411764706,-0.7279411764705883,0.7279411764705883,1.0,1.0,0.6533960549014288,0.790223522277896,0.7611335187603622,0.7824075258529312,-0.45841346153846163,1.1432692307692307,1.1432692307692307,0.0,0.9277777777777777,1.174074074074074,1.174074074074074,0.0,-1.0257026627218935,-0.6576433121019107,0.6576433121019107,1.0,-0.0771484375,-0.044677734375,0.044677734375,,0.005451127819548901,0.2137931034482758,0.2137931034482758,,0.6577205882352941,-0.556985294117647,0.556985294117647,1.0,0.5
